Date Time,Chlorophyll-a Fluorescence (RFU),Chlorophyll-a Concentration (µg/L),Actual Conductivity (µS/cm),Specific Conductivity (µS/cm),Salinity (ppt),Total Dissolved Solids (ppt),Resistivity (Ω⋅cm),Density (g/cm³),RDO Concentration (mg/L),RDO Saturation (%Sat),Oxygen Partial Pressure (Torr),Temperature (°C),Barometric Pressure (mm Hg),Pressure (psi),Depth (ft),External Voltage (V),Battery Capacity (%),Barometric Pressure (mbar),Temperature (°C),Marked
2020-01-31T13:14:31Z,0.004588967,0.04635333,46159.78,49898.25,33.05397,32.43386,21.66388,1.02301,7.322567,99.34473,155.0578,21.07739,763.675,29.23989,68.07403,0.036,75,1017.466,32.68101,NA
2020-01-31T13:14:33Z,0.004636228,0.04617315,46161.96,49901.55,33.05639,32.43601,21.66286,1.023014,7.322249,99.34076,155.0608,21.07647,763.6895,29.51702,68.71337,0.036,75,1017.474,32.66286,NA
2020-01-31T13:14:35Z,0.0061597,0.061597,46185.35,49910.64,33.06313,32.44192,21.65882,1.023003,7.320273,99.30995,154.9498,21.07169,763.6255,30.71208,71.46888,0.01903878,75,1017.442,32.56548,NA
2020-01-31T13:14:37Z,0.005445685,0.05445686,46160.2,49894.25,33.05112,32.43126,21.66436,1.022992,7.308505,99.1367,154.6946,21.07625,763.7767,32.42063,75.41162,0.03435992,75,1017.449,32.47089,NA
2020-01-31T13:14:39Z,0.005016005,0.06312177,46159.81,49905.95,33.05935,32.43887,21.66404,1.023,7.317027,99.22893,154.8546,21.06911,763.9428,32.7682,76.21252,0.03558511,75,1017.476,32.35553,NA
2020-01-31T13:14:41Z,0.004361816,0.045241580000000003,46162.98,49907.4,33.06053,32.43981,21.66238,1.023001,7.3161060000000004,99.20033,154.8418,21.07176,763.9155,33.44403,77.772,0.036,75,1017.462,32.26629,NA
2020-01-31T13:14:43Z,0.004260173,0.04329261,46163.57,49908.24,33.06114,32.44036,21.6621,1.023001,7.316453,99.20192,154.8492,21.07176,763.9183,33.53747,77.98753,0.036,75,1017.461,32.24987,NA
2020-01-31T13:14:45Z,0.004578524,0.04564258,46159.8,49902.47,33.05693,32.43661,21.66387,1.023015,7.317479,99.22264,154.9968,21.07332,763.92,34.5187,80.2351,0.02725638,75,1017.537,32.17139,NA
2020-01-31T13:14:47Z,0.006213207,0.06213208,46174.81,49911.44,33.06326,32.44243,21.66329,1.023006,7.31204,99.12766,154.7533,21.06377,764.004,35.67548,82.91031,0.02696662,75,1017.466,32.07729,NA
2020-01-31T13:14:49Z,0.00762684,0.0762684,46183.4,49931,33.07792,32.45515,21.65331,1.023015,7.314965,99.19096,154.8284,21.06523,763.9891,35.12636,81.64847,0.03522583,75,1017.497,31.98902,NA
2020-01-31T13:14:51Z,0.007572248,0.06962132,46159.55,49916.08,33.06644,32.44545,21.66412,1.023009,7.314553,99.15494,154.783,21.05912,764.1551,37.08506,86.1696,0.03583375,75,1017.428,31.9018,NA
2020-01-31T13:14:53Z,0.0076219,0.06931605,46156.73,49914.97,33.06557,32.44473,21.66509,1.023008,7.31466,99.15359,154.7817,21.05843,764.1758,37.31188,86.69339,0.03629047,75,1017.421,31.88674,NA
2020-01-31T13:14:55Z,0.005494433,0.05461131,46161.27,49910.17,33.06239,32.44161,21.66318,1.023015,7.310927,99.09234,154.8651,21.06746,764.1138,38.22667,88.80153,0.036,75,1017.505,31.81069,NA
2020-01-31T13:14:57Z,0.00739046,0.07385124,46173.53,49922.47,33.07155,32.44961,21.65743,1.023012,7.310481,99.09123,154.7406,21.06639,764.267,38.89777,90.35193,0.036,75,1017.465,31.70521,NA
2020-01-31T13:14:59Z,0.005043602,0.05043603,46169.12,49915.64,33.06657,32.44517,21.6595,1.023006,7.307797,99.04357,154.6723,21.07014,764.2221,39.18151,91.00697,0.02794791,75,1017.461,31.64016,NA
2020-01-31T13:15:01Z,0.007397177,0.07397176,46192.23,49946.38,33.08914,32.46515,21.64866,1.023024,7.309226,99.07295,154.7042,21.06468,764.2357,39.47968,91.69383,0.0272262,75,1017.477,31.56989,NA
2020-01-31T13:15:03Z,0.008715121,0.08715121,46189.12,49943.55,33.08702,32.46331,21.65012,1.023023,7.312402,99.1126,154.7682,21.06421,764.3386,40.97838,93.57795,0.03473958,75,1017.556,31.48481,NA
2020-01-31T13:15:05Z,0.009019077,0.09019077,46189.73,49944.56,33.08775,32.46397,21.64983,1.023024,7.312928,99.11978,154.7792,21.06388,764.3537,41.19713,93.86387,0.03581537,75,1017.568,31.47047,NA
2020-01-31T13:15:07Z,0.004501908,0.04501908,46197.83,49952.06,33.09338,32.46672,21.64696,1.023026,7.309038,99.11148,154.7779,21.06509,764.3,41.47792,96.19344,0.03608582,75,1017.504,31.41217,NA
2020-01-31T13:15:09Z,0.008834467,0.08834468,46182.07,49924.71,33.07351,32.4509,21.65349,1.02301,7.299747,98.93239,154.5211,21.06623,764.4283,42.02172,97.55347,0.01094435,75,1017.528,31.34521,NA
2020-01-31T13:15:11Z,0.004595018,0.04595018,46188.75,49933.79,33.08017,32.45694,21.65031,1.023015,7.302463,98.96417,154.5756,21.07488,764.4365,42.56435,98.80924,0.01743834,75,1017.529,31.27814,NA
2020-01-31T13:15:13Z,0.003339076,0.0442869,46205.06,49956.93,33.09711,32.472,21.64265,1.02303,7.304919,98.99681,154.6284,21.06797,764.5043,43.09366,100.0296,0.03361474,75,1017.503,31.21015,NA
2020-01-31T13:15:15Z,0.005907047,0.06050076,46186.28,49934.44,33.08051,32.45739,21.65145,1.023016,7.304388,98.97517,154.6074,21.07017,764.5364,43.90342,101.8981,0.03538905,75,1017.484,31.14284,NA
2020-01-31T13:15:17Z,0.006229624,0.06292862,46184.42,49932.36,33.07897,32.45604,21.65232,1.023015,7.304405,98.97347,154.6065,21.07009,764.5436,44.03184,102.1944,0.03629581,75,1017.48,31.13127,NA
2020-01-31T13:15:19Z,0.006170937,0.06167923,46208.7,49957.16,33.0908,32.46639,21.64528,1.023024,7.304545,98.97589,154.621,21.07154,764.5645,44.60394,103.5121,0.036,75,1017.47,31.06424,NA
2020-01-31T13:15:21Z,0.003660989,0.03660989,46209.04,49953.82,33.09462,32.46955,21.64111,1.023026,7.309571,99.04051,154.7429,21.07051,764.6902,44.9042,104.2017,0.036,75,1017.516,31.00521,NA
2020-01-31T13:15:23Z,0.006073487,0.06073486,46206.96,49956.6,33.09684,32.47169,21.64183,1.023029,7.303865,98.9521,154.6116,21.0698,764.7455,45.35954,105.2502,0.036,75,1017.457,30.93859,NA
2020-01-31T13:15:25Z,0.006242545,0.06242545,46208.1,49958.33,33.09822,32.47291,21.64123,1.02303,7.308268,99.00504,154.7048,21.06965,764.7322,46.17352,107.1341,0.036,75,1017.487,30.8966,NA
2020-01-31T13:15:27Z,2.919153,29.19153,46198.91,49950.65,33.09243,32.46793,21.64553,1.023026,7.299751,98.88433,154.5138,21.06759,764.7059,46.25852,107.3595,0.02830842,75,1017.523,30.84856,NA
2020-01-31T13:15:29Z,3.320138,33.20138,46197.72,49949.65,33.09168,32.46727,21.64609,1.023026,7.298822,98.87081,154.4928,21.06731,764.7013,46.30304,107.4666,0.02724959,75,1017.529,30.84061,NA
2020-01-31T13:15:31Z,3.2462,32.462,46197.35,49938.22,33.08366,32.45985,21.64626,1.023017,7.303037,98.94644,154.6021,21.07801,764.7576,46.30894,104.6768,0.02693677,75,1017.502,30.78269,NA
2020-01-31T13:15:33Z,3.39424,33.9424,46196.81,49936.38,33.08234,32.45865,21.64651,1.023015,7.303095,98.94927,154.6052,21.07923,764.7631,46.31157,104.3375,0.02648298,75,1017.5,30.77312,NA
2020-01-31T13:15:35Z,3.54228,35.42281,46196.27,49934.55,33.08103,32.45745,21.64677,1.023014,7.303154,98.95211,154.6084,21.08044,764.7687,46.31419,103.9982,0.02602919,75,1017.498,30.76355,NA
2020-01-31T13:15:37Z,0,0,46216.42,49970.77,33.10731,32.481,21.63733,1.023038,7.318667,99.14318,154.9245,21.06643,764.197,44.97894,83.13912,0.027,75,1017.581,30.72224,NA
2020-01-31T13:15:39Z,0,0,46218.16,49973.3,33.10916,32.48265,21.63652,1.023039,7.320277,99.16435,154.9587,21.06581,764.1479,44.85823,81.05965,0.027,75,1017.588,30.7144,NA
2020-01-31T13:15:41Z,0,0,46219.89,49975.83,33.11101,32.48429,21.63571,1.023041,7.321887,99.18553,154.9928,21.06518,764.0989,44.73753,78.98016,0.027,75,1017.594,30.70656,NA
2020-01-31T13:15:43Z,0,0,46217.75,49976.96,33.11171,32.48502,21.63671,1.023042,7.32999,99.35181,155.1565,21.06184,763.8278,37.59433,67.94486,0.03465397,75,1017.566,30.64282,NA
2020-01-31T13:15:45Z,0,0,46218.57,49978.58,33.11288,32.48608,21.63632,1.023044,7.331183,99.37019,155.181,21.06113,763.7866,37.16334,66.31441,0.03504591,75,1017.568,30.6364,NA
2020-01-31T13:15:47Z,0,0,46219.4,49980.2,33.11405,32.48713,21.63594,1.023045,7.332376,99.38855,155.2055,21.06043,763.7453,36.73235,64.68396,0.03543784,75,1017.571,30.62999,NA
2020-01-31T13:15:49Z,0.006133569,0.06133569,46208.86,49968.47,33.10536,32.47951,21.64087,1.023038,7.329206,99.39351,155.1316,21.06075,763.3864,29.87077,49.40651,0.03566518,75,1017.56,30.5229,NA
2020-01-31T13:15:51Z,0.006172743,0.06172742,46208.45,49968.18,33.10514,32.47932,21.64106,1.023038,7.329373,99.39938,155.1346,21.0606,763.3561,29.347,48.14201,0.03583316,75,1017.56,30.51514,NA
2020-01-31T13:15:53Z,0.006211916,0.06211916,46208.04,49967.88,33.10491,32.47913,21.64125,1.023038,7.329541,99.40524,155.1376,21.06046,763.3259,28.82323,46.87751,0.03600113,75,1017.56,30.50739,NA
2020-01-31T13:15:55Z,0.006506272,0.06506272,46219.6,49973.86,33.10962,32.48301,21.63584,1.023039,7.341625,99.63969,155.4137,21.06678,762.8317,21.17993,28.37887,0.036,75,1017.602,30.44525,NA
2020-01-31T13:15:57Z,0.006544107,0.06544107,46220.04,49974.01,33.10974,32.4831,21.63564,1.02304,7.342235,99.65268,155.4275,21.0671,762.7963,20.62469,27.01647,0.036,75,1017.604,30.43954,NA
2020-01-31T13:15:59Z,0.006581942,0.06581943,46220.48,49974.16,33.10987,32.4832,21.63543,1.02304,7.342844,99.66567,155.4413,21.06741,762.761,20.06946,25.65406,0.036,75,1017.607,30.43384,NA
2020-01-31T13:16:01Z,0.005631801,0.05631801,46289.31,50014.53,33.14123,32.50945,21.60327,1.023054,7.344692,99.83444,155.5941,21.10037,762.2181,12.12957,9.969921,0.02840455,75,1017.608,30.33138,NA
2020-01-31T13:16:03Z,0.005586918,0.05586918,46293.25,50016.82,33.14301,32.51093,21.60143,1.023055,7.345052,99.84853,155.6082,21.10227,762.1785,11.54214,8.73759,0.02799797,75,1017.609,30.3246,NA
2020-01-31T13:16:05Z,0.005542035,0.05542035,46297.18,50019.12,33.14479,32.51242,21.59959,1.023056,7.345412,99.86261,155.6223,21.10417,762.139,10.95471,7.505258,0.0275914,75,1017.61,30.31781,NA
2020-01-31T13:16:07Z,0.005497152,0.05497152,46301.12,50021.41,33.14658,32.51392,21.59775,1.023057,7.345772,99.87669,155.6365,21.10607,762.0994,10.36728,6.272926,0.02718482,75,1017.611,30.31103,NA
2020-01-31T13:16:09Z,0.004202441,0.04202441,46417.05,50000.25,33.13685,32.50016,21.54383,1.023011,7.316651,99.80283,155.3735,21.24798,761.5114,3.734455,1.699351,0.02719618,75,1017.618,30.23344,NA
